C15orf27,PGBD5,A_23_P64051,ATP5G1,RAB33B,A_24_P485271,CREM,DLX2,OR2B3,A_24_P713312,A_32_P5148,BSCL2,STGC3,SCRN1,PRKAA2,RPL27,TEX101,NGEF,RBP5,RHOU,FBXW11,WBSCR17,A_23_P96262,TBC1D24,ZNF700,A_24_P161733,C8orf22,A_24_P118946,KANSL1L,ACOT6,A_32_P12494,RDH12,MEF2C,A_24_P942374,A_24_P136911,TOLLIP,CUST_2664_PI416261804,SMIM19,OR11H4,ANKRD36C,MED12L,CYP3A43,ARL5A,A_32_P219635,A_24_P706236,TNFRSF10C,ZNF484,AADAT,NADK2,A_24_P221724,CLEC6A,ASPG,IKBKAP,RALB,DGCR6,A_24_P738859,GOLPH3,A_23_P21804,SNHG8,NAA20,KIAA0922,A_24_P487877,A_23_P26367,KCNC3,A_24_P340886,KIF18A,SLC12A8,OPTC,GLUL,NDUFB5,ARMCX6,DPYSL5,A_24_P612020,A_24_P213073,MAPRE1,A_24_P934971,A_24_P392622,LARP4,GNMT,MLH1,CNTFR,EEF2K,ATP2A3,ZNF730,TP53I13,A_24_P384379,LOC728327,SUSD6,A_23_P93109,C7orf13,A_24_P127063,A_24_P178643,NINL,PAMR1,A_24_P232763,GGT7,ACOT12,TEAD2,AP4S1,HNRNPCL1,BTBD16,LNPEP,CDY1,A_24_P485105,SPDYE2B,LOC728804,GEMIN2,PSG2,OR7E91P,SKAP2,A_24_P654368,DENND2A,GPS1,A_24_P222054,ITGB8,FAM21C,A_24_P299137,ERG,RBM15,SPATA7,MXRA8,A_24_P592487,ERICH5,A_32_P193792,A_24_P489399,C6orf62,SLC6A7,HYMAI,HSPA1B,ACACA,ZSCAN1,MSANTD4,TGIF2,CYP3A4,CALM3,DSCAML1,A_23_P32821,MGARP,LINC01420,A_23_P210451,IGFBP5,PPA2,A_24_P791814,PRSS50,MMP11,PZP,A_32_P463538,A_24_P936419,A_32_P48054,A_24_P791862,PRKCZ,COX15,PNMT,COPA,C5orf58,SEPT4,ADGRG6,A_24_P75856,NOSIP,A_24_P911051,A_32_P51005,A_24_P945069,A_24_P608931,CUST_2438_PI416261804,A_24_P938281,TM7SF3,FLJ20021,C19orf67,KLHL34,A_24_P938284,L3MBTL1,TRIP13,PIK3CA,MOSPD3,A_32_P114372,TXLNG,A_32_P97968,A_32_P170564,A_24_P878561,ARHGAP28,A_32_P140153,UBXN4,CCDC64B,LINC00165,SNRNP40,NEIL3,A_32_P40327,LMAN1L,WTIP,A_24_P934744,FCHSD2,LOC728836,A_32_P208978,GAGE10,MAPK10,ADCY10P1,TRAF3IP3,LOC100132014,ARHGAP1
4.57035,6.12076666666667,2.3311,9.817625,3.7787,5.6656,5.58458333333333,4.77756666666667,1.43965,5.10866666666667,1.3175,6.716625,3.14435,9.5288,5.4478,10.1224,2.97283333333333,10.64265,2.75035,7.77175,9.00685,8.42055,2.2704,5.77915,5.12615,3.68415,1.35745,11.0943,4.85535,1.2992,2.1938,4.42235,9.7817,3.8268,1.8412,7.57403333333333,9.8012,7.8067,1.94625,8.30485,5.053,3.83185,8.04945,3.7486,1.3659,2.12265,5.73015,6.3939,7.02965,2.7918,1.4391,2.7306,8.06995,7.97615,9.2219,5.1437,6.63255,5.7771,11.2747,8.56485,2.2086,1.4632,4.1134,8.90295,10.5575,1.53225,3.9871,1.94055,7.64915,8.1385,8.89815,7.2729,7.4727,10.3549,6.224075,2.9296,4.6846,5.68665,2.93265,9.0972,4.5133,3.96335,2.11195,8.328,5.25195,1.3355,12.721,6.6232,3.0935,6.29695,8.37,7.3307,4.7258,6.56105,7.199,8.4659,2.087,1.7921,5.362025,7.35545,6.1847,7.3882,1.42543333333333,6.3627,4.88296666666667,4.3922,5.47936666666667,2.0971,4.8612,7.1131,5.9742,5.7894,8.85135,9.6981,5.67746666666667,8.3259,3.96545,3.54416666666667,7.20985,7.4337,6.0816,5.10815,4.8714,6.955,6.00465,6.943,4.3669,2.3098,7.8039,5.993575,4.13855,7.46005,2.5114,2.42685,10.3461,5.4103,2.0267,4.3317,7.10175,1.9595,6.66933333333333,7.40355,3.0189,4.11795,2.75415,2.0645,5.253,5.86325,1.3246,1.3629,8.3438,6.7789,6.1093,7.6465,5.27815,9.362975,3.2006,4.0475,8.5394,1.3415,10.3111,1.5377,3.4834,6.4047,5.1514,7.5251,7.3084,1.35545,3.42315,2.8139,4.9831,2.1383,6.7068,5.30824,4.8839,6.03165,1.4454,1.3704,1.5215,2.9051,6.8683,5.94666666666667,4.79535,2.2678,5.6678,1.4992,6.2695,3.6803,5.3622,3.9606,6.8474,1.73445,11.7811,1.4197,8.40113333333333,1.4592,3.87826666666667,2.4013,8.0219
3.73365,5.9743,2.4778,9.539375,4.0374,4.5428,5.63011666666667,3.8732,1.65565,5.55276666666667,1.73355,6.484725,2.5402,9.31253333333333,5.58413333333333,10.0325,2.76746666666667,10.1768,3.01585,8.16565,8.6719,8.10925,1.4141,5.33255,4.7913,2.8512,1.3671,10.6378,4.86935,1.8482,2.4914,4.02555,9.36223333333333,4.1115,2.9212,6.93756666666667,9.712,7.75405,1.717,8.33105,4.1067,4.08245,7.8252,3.959,1.5695,2.13895,5.5884,6.2986,6.56485,1.8673,1.87355,1.86085,7.7913,7.6524,9.0249,4.3008,6.5112,5.7786,11.1524,8.264675,1.9067,1.6509,3.9969,8.3137,9.7746,2.47575,3.8198,2.5206,7.1542,8.04685,8.9738,7.4985,6.8329,9.8358,6.5179,2.3831,3.2222,5.723425,2.32365,9.188,4.3423,3.14605,1.7271,7.3713,5.30165,1.8956,12.256,6.89575,3.26045,5.96765,7.7561,7.0528,5.1229,5.45915,7.631,7.78085,2.0951,2.2639,5.38625,6.2345,6.8625,7.362,2.054,6.36405,4.65923333333333,4.2117,5.65133333333333,2.17135,4.0856,7.4321,5.0455,5.89005,8.62265,9.5407,5.96376666666667,8.2772,3.58895,2.9329,7.30525,7.32375,5.72895,4.510525,4.0324,6.7461,5.7375,6.84645,3.62445,3.0946,7.9275,5.76005,3.30145,7.30905,1.96265,3.5207,9.96746666666667,6.5272,3.2261,4.39915,7.1482,2.9524,6.663,7.104675,2.4521,3.5529,2.96325,2.2804,4.8552,5.453,1.3889,1.6966,8.01873333333333,6.46366666666667,4.93785,7.61906666666667,4.7312,9.782525,3.2659,2.3122,8.41175,1.4753,9.9532,1.8932,3.5212,5.5693,5.2007,7.5342,6.7457,1.8063,2.96555,2.2993,4.9955,2.70505,6.7983,5.13582,4.6837,5.67495,2.069,1.5457,1.8714,2.8499,7.077,5.58423333333333,5.71275,2.6781,5.7631,1.69405,6.3846,4.1337,4.3858,3.793,6.84965,2.42495,11.8687,1.3904,8.19476666666667,2.8517,3.3486,1.5698,7.92325
4.38655,6.63846666666667,2.5389,9.3071,4.44775,5.2272,5.37428333333333,4.3115,1.5206,4.72506666666667,1.4223,6.652825,2.28385,8.93403333333333,5.2763,9.28195,3.01333333333333,10.4305,3.53515,7.24605,8.43855,8.3992,2.4192,5.83665,4.61845,3.100525,1.34895,10.9692,4.64485,1.7895,2.8442,4.42235,9.36506666666667,3.3709,1.6954,7.89186666666667,9.678,7.66645,2.1839,7.5314,4.3694,2.8928,7.5446,3.90255,1.4712,2.8071,4.99275,5.92555,6.27295,1.9128,1.8069,2.2964,7.5929,7.43,9.3352,3.9021,6.44365,5.1323,10.6903,8.509625,2.6186,1.5929,4.1098,8.3876,9.963,1.56075,3.72905,1.7681,7.2268,7.63735,8.46345,7.53505,7.622,10.13,6.180075,1.692,4.8127,5.35885,3.78915,8.6956,5.04955,4.15435,2.73055,7.7626,5.41295,2.5721,12.4204,6.3131,3.46405,5.7962,8.2912,7.3,5.80995,5.99235,7.0618,8.1797,1.68665,1.8568,5.222325,6.89545,6.0651,6.7852,1.56133333333333,5.493,4.37906666666667,4.4848,5.2729,2.07135,4.3425,7.6344,7.1084,6.0042,8.81825,9.1962,5.3506,7.9316,4.32,3.2533,6.889,7.05675,5.58445,5.094325,4.3903,6.437,5.55555,6.4371,4.52545,2.0528,7.52355,5.456925,3.74785,6.80015,1.86315,2.5244,10.1536333333333,5.5535,1.279,4.1372,7.21595,3.273,6.22183333333333,7.044225,3.3589,4.50825,2.88665,2.47545,6.0702,5.67375,1.4465,1.6292,8.4309,6.27096666666667,5.72875,7.5494,5.39505,9.56225,2.7281,2.8257,8.34625,1.4207,10.2278,4.5456,3.2069,5.4791,4.9669,7.4323,7.22895,2.1488,3.93145,3.415,5.09253333333333,1.4217,6.6942,5.41276,4.7385,5.463,2.1103,1.4558,1.726,2.44003333333333,7.3742,5.5249,4.96705,1.4173,5.4588,1.6617,5.8331,3.82345,5.05355,4.1048,6.4888,2.024,11.4961,1.3414,8.43763333333333,1.8375,3.11303333333333,1.5936,7.80515
3.49915,5.99926666666667,2.5441,9.467,3.81125,5.4383,5.6268,4.16603333333333,1.3424,4.88506666666667,1.3181,6.104725,2.75775,9.64243333333333,5.6128,9.89195,2.66646666666667,10.36725,3.1359,7.53945,8.76265,8.42905,1.4287,5.7776,4.8154,3.55265,1.6528,11.3016,5.22335,2.6997,1.762,4.3973,9.7126,4.0278,2.5869,6.76753333333333,10.0024,7.8988,1.7389,8.5358,5.1352,4.0281,8.09195,4.4461,1.3437,2.0597,6.03285,6.42545,7.18685,1.897,1.42415,2.00885,7.89045,8.1629,9.2317,4.773,6.9029,5.742,11.2312,8.30985,2.17835,1.3882,4.1071,8.41595,10.1679,1.35205,3.9053,1.46985,7.58195,8.11285,8.7847,7.4115,7.2271,10.2718,6.1643,1.4229,4.2761,6.06725,2.56515,9.04625,4.19945,3.8496,2.03635,8.1723,5.3469,1.3409,12.3128,6.65415,3.22165,5.94385,8.0965,7.4352,5.79985,6.42525,7.3727,8.11625,2.0081,1.6538,5.352075,7.1393,6.1877,7.551,1.38303333333333,6.2261,5.14483333333333,3.9462,5.34586666666667,2.1517,4.63605,7.2575,5.2014,5.8043,8.46525,9.3421,6.20986666666667,8.7659,3.5952,3.7745,7.249,7.70435,6.20745,4.825525,4.8055,7.1016,6.0885,6.9084,4.13455,2.7153,7.33195,6.033125,3.0369,7.6969,2.2358,2.67015,9.9183,5.4806,1.882,4.6692,7.04835,3.3921,6.80406666666667,7.224675,1.9368,3.81445,2.57495,1.87105,5.3158,5.3543,1.279,2.0465,8.24306666666667,6.65006666666667,6.3905,7.58086666666667,5.14095,9.42245,2.92396666666667,3.7054,8.1926,1.9618,10.0171,1.3432,3.0189,5.4593,5.227,7.55356666666667,6.824,1.6407,3.13735,1.7486,5.0942,2.2028,7.0638,5.1467,5.1695,6.0141,2.9473,1.3415,1.5265,3.1467,7.0699,5.7045,4.63885,2.2814,5.83245,1.39415,6.2555,3.22225,5.0865,4.2583,6.8197,2.4795,12.1331,2.2606,8.3935,1.3525,3.38283333333333,1.3457,7.63905
4.0788,6.46893333333333,2.23875,9.809,4.0744,5.0399,5.59063333333333,4.60543333333333,1.6845,4.8087,1.64025,6.222975,3.1406,9.81483333333333,5.6516,10.0187,2.9224,10.3412,3.44235,7.0946,8.69025,8.6291,1.4974,5.8168,4.4126,2.729975,1.3863,10.509,4.7236,2.1171,1.6953,4.7046,9.7545,3.4904,1.8661,7.41603333333333,9.5988,7.93465,1.59305,7.78065,4.77005,3.90765,7.48975,3.66385,1.6441,2.35985,5.5896,5.7573,6.68385,1.9096,2.0108,2.42885,7.82945,8.0045,9.0585,3.9331,6.39535,5.2478,11.07975,8.454925,2.44305,1.7527,3.8674,9.1132,9.8973,1.6974,4.0589,1.9185,7.2963,8.1551,8.72865,6.9946,7.0716,9.4193,6.1825,1.9555,1.7158,5.90625,2.26555,8.7169,3.7371,4.00265,1.96385,6.0606,5.0741,1.6112,11.9377,6.8061,3.68295,5.5412,7.9162,6.774,4.8221,5.80355,6.8761,8.13375,1.42425,2.41865,5.361875,5.8799,5.31905,7.2208,1.8151,5.41655,4.81646666666667,4.157,5.65486666666667,2.38065,3.72305,7.6987,4.7933,5.99815,8.65715,9.68,5.0424,8.279,3.6956,3.48616666666667,7.3895,7.27555,5.7002,4.799125,4.57865,6.5003,5.7964,7.079,4.1739,2.222,7.5745,6.021625,3.6784,7.24305,2.3362,1.9716,10.2781,5.23735,1.3758,4.64985,6.5937,3.1907,5.57316666666667,6.9947,2.1418,3.6258,3.66915,1.4939,4.9704,5.83575,1.4365,1.9555,8.20816666666667,6.68746666666667,5.8229,7.58603333333333,5.17675,8.980575,3.1608,3.1122,8.68775,1.6401,9.9711,2.1892,2.2483,5.6209,4.7121,7.36496666666667,7.42065,2.32655,3.63555,3.5945,4.82906666666667,2.4553,6.735,5.27786,4.6282,5.6756,2.9736,1.6053,1.9734,3.54113333333333,6.7302,5.44956666666667,5.1511,1.8508,5.6771,1.6929,5.4295,3.7042,4.9913,2.6939,6.62355,3.00665,11.7941,1.3679,8.50286666666667,1.98,3.06856666666667,1.7452,7.84755
4.18675,5.95196666666667,2.0697,9.1563,3.7187,4.7312,5.06368333333333,4.369,1.57685,4.43713333333333,1.4203,6.102875,3.3263,9.01903333333333,5.6238,9.54085,3.2798,9.83325,3.4872,7.32075,8.3343,7.82125,1.2992,5.83115,4.43115,3.12895,1.3644,10.2984,4.57465,1.808,1.279,3.22315,9.1683,2.1505,1.772,7.6297,9.3216,7.4482,2.7255,7.48645,4.5583,4.2735,7.13615,3.6022,1.5077,2.06975,4.9687,5.9411,6.12725,3.7248,1.80395,1.8674,7.45085,7.18865,8.2828,4.0067,6.17765,5.0513,10.3019,8.1245,2.1506,1.7304,4.025,8.75785,9.5747,1.6163,4.4827,2.49655,6.9265,7.5006,8.2987,6.69225,8.0616,8.9471,6.0856,2.2806,4.62,5.438875,2.64855,8.44765,4.0893,4.3404,2.7486,7.2901,5.13185,2.5508,11.9119,6.68915,3.64055,5.47215,7.6766,7.2819,4.5264,4.9861,6.8908,6.9772,1.7303,1.8303,5.0892,6.5891,6.29715,6.8263,2.04113333333333,4.88495,4.57243333333333,3.0712,5.50783333333333,2.2739,4.497,7.0716,5.5242,5.59005,7.9845,9.3907,4.46146666666667,7.5764,3.3688,3.77903333333333,6.72155,6.6123,5.11385,4.943525,4.3076,6.4096,5.215,6.3916,4.15135,1.9284,8.0215,5.39915,4.54105,6.77445,2.3332,2.87355,10.0410666666667,5.57,1.279,3.8568,6.4019,4.343,5.48783333333333,6.77305,1.3176,4.40915,3.14605,2.8379,5.1689,5.7302,1.3525,1.6095,7.7213,6.14933333333333,4.5868,7.19656666666667,5.44985,9.05785,2.65056666666667,4.5211,8.16635,1.4889,9.865,1.9183,2.0317,5.8987,4.9985,6.68246666666667,7.0241,1.66845,3.9162,4.0061,4.78976666666667,2.54215,6.48405,5.30952,4.966,5.3744,1.8558,1.5539,1.7737,2.4592,6.8949,5.588,6.0194,3.8261,5.3653,2.34625,5.948,3.9732,4.1841,4.0441,5.8747,3.44795,11.3034,1.6355,7.93946666666667,1.788,2.87726666666667,1.5626,7.7681
3.4424,6.09126666666667,2.1969,9.29955,4.4925,4.7373,5.55808333333333,4.46936666666667,1.4896,4.8243,1.42435,6.47065,3.05625,9.34096666666667,5.30826666666667,9.6997,3.15106666666667,10.15905,2.98665,7.977,8.7082,7.75385,2.9388,5.57725,4.8153,3.232275,1.52795,11.4996,4.6292,2.9103,2.2382,3.33415,9.1368,3.4119,2.9349,7.71056666666667,10.4093,7.7236,2.631,8.28265,4.73415,3.0549,7.5833,3.6191,1.5049,2.48625,5.3661,5.83975,6.35635,3.0459,1.7301,1.94025,7.7364,7.8432,8.4029,3.9804,6.6585,5.3765,10.6413,8.51145,1.65655,2.055,4.3659,8.61165,9.8596,1.5558,3.7385,2.10245,7.28735,7.91205,8.6891,7.90365,7.8409,10.0094,6.157925,1.5506,6.4878,5.730875,2.94765,8.86835,3.8847,4.1691,2.11315,8.5836,5.05345,2.8937,12.624,6.5819,3.53385,5.61685,8.4753,7.5546,5.13845,5.4149,7.0355,7.79805,2.0849,1.5764,4.90135,7.5242,6.61435,7.14475,1.5256,5.807,4.72663333333333,4.5406,5.4723,1.84745,4.35135,7.0705,6.3796,5.63385,8.2232,9.8642,5.83573333333333,8.3885,4.775,4.1105,7.02275,6.99535,5.8281,5.284925,4.49965,6.6047,5.8227,6.65305,4.57905,1.8602,7.543,5.742775,4.01275,7.2013,2.0319,2.50905,9.79696666666667,5.8859,1.3985,5.10245,7.0919,3.2466,6.2237,7.283425,2.1796,4.40975,2.45265,3.6907,5.4463,6.0943,1.3495,1.5784,8.31986666666667,6.26156666666667,4.0074,7.58233333333333,5.4239,9.99285,3.4311,4.3142,8.04755,1.461,9.2683,1.9904,2.6518,5.6084,5.3559,7.25533333333333,6.7016,1.50095,4.11905,4.4004,4.9815,2.1831,6.9339,5.00532,5.1802,6.12695,2.5411,1.4972,1.679,2.57303333333333,7.312,5.5967,5.09065,1.6272,5.81385,1.58255,6.3847,3.8277,4.62325,3.9075,6.3872,2.99155,11.8447,1.3535,8.149,1.6388,3.96556666666667,2.4039,7.9797
4.40155,6.2857,1.65165,9.527775,4.02685,5.0923,5.68,4.65566666666667,1.7174,4.77176666666667,1.51735,6.569125,2.61215,9.3575,5.49936666666667,9.99875,2.6632,10.30775,3.1863,7.6882,8.53795,8.12865,1.543,5.829,4.5414,3.0046,1.492,10.5807,4.87945,2.0015,2.5713,4.3848,9.54733333333333,3.2688,3.3598,7.23926666666667,9.9532,7.95165,1.59505,8.0438,4.8637,3.0669,8.0155,3.61,1.6884,2.08585,5.39045,6.27345,6.15335,1.6391,1.8475,1.7193,8.18655,7.81495,8.8285,4.7213,6.851,5.0998,10.87395,8.80555,2.5077,1.806,3.6249,8.95215,9.7602,1.73685,3.45285,1.78545,7.28005,8.4889,8.9661,7.42655,6.9817,9.7669,6.2608,1.6734,3.9138,5.859225,2.5239,9.1948,4.3009,4.21205,1.97525,7.5419,4.70425,1.6046,12.2534,6.80785,3.5753,5.70255,8.3823,7.4404,4.9682,5.6905,7.2771,8.22365,1.60265,1.73395,4.959775,6.78395,5.90045,7.2715,1.71596666666667,5.64445,5.47656666666667,4.1263,5.74553333333333,2.0159,4.41405,7.1776,5.5975,5.58615,8.7241,9.13,5.25116666666667,8.3158,3.8092,3.82283333333333,7.08395,7.47235,5.67345,4.73435,5.20205,6.8659,5.49675,6.7319,4.35635,3.2131,8.80605,5.8709,3.2685,7.2937,2.0068,2.3901,9.98083333333333,5.7808,2.1507,5.4161,7.2838,4.2372,5.68403333333333,7.533575,2.9296,3.41775,2.9011,2.2916,5.9471,5.3453,1.6566,1.7117,8.13693333333333,6.35583333333333,4.7429,7.86946666666667,5.31615,9.584125,3.3467,2.317,8.32125,1.571,9.9982,1.8614,2.9192,6.0257,5.1278,7.58256666666667,6.85585,1.6289,3.19085,2.5743,4.7247,1.94165,7.0303,5.14094,4.9056,5.86215,1.8379,1.6877,2.4025,2.59956666666667,7.0546,6.00446666666667,5.20425,2.3786,5.7927,1.99085,5.7109,3.46935,4.82715,4.0226,6.5874,1.7481,11.6567,2.4202,8.61803333333333,2.4919,3.2137,1.5478,7.7738
4.35165,6.0223,1.7997,9.5928,3.89075,4.1849,5.35305,4.89213333333333,1.62465,4.9147,1.5011,6.041925,2.63725,9.63163333333333,5.29563333333333,9.9039,3.0615,10.0897,3.4593,7.91665,8.691,8.13855,1.462,4.92885,3.9917,2.971325,1.39225,11.2471,4.57125,1.9031,1.4723,4.1964,9.61623333333333,2.3183,1.8821,7.1068,9.6429,7.76765,1.69005,8.3891,4.5724,3.42305,7.99945,3.61955,1.6195,2.47915,5.64555,6.1496,6.3262,2.0783,1.8266,1.95315,7.70745,8.3662,9.0995,3.9375,6.6795,5.6461,10.92985,8.301425,1.78815,1.6632,4.2848,9.08755,10.2002,1.5976,4.2114,1.92095,6.94855,8.01145,8.9068,7.6713,7.1432,9.9598,6.0749,1.8629,3.7222,5.96885,1.889,9.0109,3.5871,3.81455,2.028,7.393,5.0649,1.6715,12.2439,6.95815,3.5115,5.8964,8.2088,7.1779,4.5104,4.9161,6.9952,8.2216,2.0426,2.02405,5.105825,6.7387,6.57915,7.3627,1.6906,6.2255,4.98303333333333,3.5997,5.51036666666667,1.9145,3.78425,7.0004,5.5613,5.8039,8.5375,9.6472,5.4004,8.4987,3.4274,3.19036666666667,7.1182,7.4858,6.1215,4.62095,5.0808,6.8854,5.8471,6.6944,3.82725,2.0842,7.9691,5.942475,3.27525,7.4373,1.6349,2.7084,9.79406666666667,5.7584,1.3308,4.6359,6.5205,3.4411,6.40583333333333,7.230425,1.3396,3.7532,2.74675,1.4659,5.2153,5.90695,1.4118,1.7756,8.39713333333333,6.5342,5.07395,7.52266666666667,5.12795,9.930475,2.9507,2.5807,8.47535,1.5064,10.1286,1.8627,2.8567,5.2254,4.7425,7.27296666666667,6.7347,2.21915,3.0061,2.1862,4.76623333333333,2.1243,7.00815,5.19464,4.431,5.70925,2.8775,1.5958,1.9484,2.43413333333333,6.7418,5.94486666666667,5.2565,1.5401,6.0126,1.7534,6.5469,3.8636,4.21575,3.4077,6.7163,2.30195,12.1197,1.612,8.1496,1.8368,3.00133333333333,2.8775,7.74395
3.76125,6.08266666666667,2.5896,9.41375,3.9429,5.0875,5.58388333333333,4.17453333333333,1.3462,4.93443333333333,1.3352,5.86415,2.86545,9.68006666666667,5.48256666666667,9.9552,2.60806666666667,10.14035,2.92525,8.03165,8.6763,8.52085,1.279,5.4343,4.43745,3.365475,1.279,10.9108,4.9003,1.5921,1.3442,4.27055,9.76033333333333,3.5955,3.4651,6.76613333333333,9.7367,7.9933,1.40545,8.36645,4.9206,3.1709,7.94375,3.7572,1.3384,1.84995,5.904,6.1328,7.01185,1.7156,1.52425,1.7414,7.5987,7.8659,9.2106,3.9212,6.80745,6.0125,11.2576,8.129525,2.2806,1.3411,3.5768,8.20545,10.0753,1.3846,4.042,1.54495,7.7636,7.97095,8.79765,7.8824,6.9954,9.9984,6.291675,1.4833,2.661,5.9753,2.74345,9.07485,3.91805,3.6906,2.50115,7.3234,5.47645,1.3437,11.8517,6.43275,3.51975,6.0724,7.605,7.0546,5.7924,6.40805,7.0922,7.842,2.5019,1.6489,5.17995,6.57835,6.552,7.43015,1.45496666666667,6.23955,4.96436666666667,4.5619,5.58586666666667,2.1262,4.25505,7.2261,4.3864,5.9317,8.5181,9.7107,6.16856666666667,8.5922,3.4884,3.1856,7.407,7.5917,6.1333,4.9459,4.3546,6.839,5.9357,6.83395,4.00035,1.7753,7.36785,6.096425,3.3567,7.55665,1.9875,2.61455,9.9788,5.5399,2.3535,4.59575,6.92235,1.4732,7.10106666666667,7.018475,2.2993,4.39385,3.16595,1.4076,5.0933,5.4633,2.98,1.4513,8.2969,6.7042,6.95345,7.41163333333333,4.6751,9.57375,3.21866666666667,3.3846,8.3275,1.3396,10.1211,1.5177,3.2554,5.4076,5.0144,7.4692,7.18445,2.41835,2.86725,2.8806,5.36213333333333,2.31,6.87475,5.25108,4.8298,5.6865,2.0045,1.3334,1.5898,3.656,6.7982,5.71556666666667,4.454,2.5392,5.94665,1.46805,6.354,3.25535,5.1153,3.5896,7.0797,2.3897,12.0899,1.279,8.20816666666667,1.6167,3.3332,1.365,7.98125
4.58595,6.40026666666667,2.2421,9.189575,3.815,5.2631,5.51385,4.47766666666667,1.29725,4.9526,1.2996,6.3474,2.5643,9.52093333333333,5.5933,9.7895,2.78583333333333,10.52515,2.73155,7.80225,8.6607,8.6866,1.8956,5.98085,4.32045,3.5814,1.3655,11.3268,4.93845,1.4723,2.9513,4.41735,9.82516666666667,3.968,1.3533,7.16986666666667,9.9584,7.98835,1.3141,8.4079,5.3694,3.9257,7.99425,4.02955,1.3246,1.9257,5.681,6.45195,6.59815,3.0849,1.37265,2.3207,8.15245,7.79465,9.0602,4.111,6.6649,5.8864,11.21855,8.408125,2.37735,1.3326,3.5896,8.3337,10.1081,1.3037,4.59965,1.93075,7.8197,7.9208,8.77905,7.8731,7.0756,9.9608,6.245275,1.3546,3.488,5.9723,2.7869,9.11765,4.0874,4.2961,3.17545,7.8583,5.11395,1.3308,12.2083,6.70155,2.97075,5.96495,7.7726,7.1793,6.00035,6.39095,7.4969,7.61065,1.73145,1.4816,5.34575,6.4054,6.2881,7.15055,1.33493333333333,5.67275,4.79826666666667,4.2177,5.3831,2.1279,4.82575,7.608,5.7928,6.2372,8.60175,9.3416,5.76466666666667,8.833,3.35795,3.68006666666667,7.21245,7.63535,6.3437,5.334975,4.6738,6.7639,5.75035,6.95995,4.119,1.4972,7.6315,6.0417,3.875,7.59225,2.05075,2.0119,10.0347333333333,6.1767,2.3834,4.2657,7.20075,1.3659,6.38363333333333,7.13385,2.2696,4.21365,2.59265,2.0448,5.471,5.4368,1.279,1.3432,8.21203333333333,6.6965,6.3731,7.4933,4.79075,9.791775,3.81396666666667,3.7139,8.39165,1.279,10.7024,1.3409,2.938,5.8501,5.0037,7.6389,6.87815,1.99145,3.7784,2.3501,5.51926666666667,2.38645,7.02845,5.06014,4.7108,5.9892,1.9191,1.5481,1.3921,3.55126666666667,7.0074,6.0048,5.1418,2.186,5.82505,1.3225,6.4461,3.1915,4.8614,3.8154,6.88735,2.92595,12.2526,3.4349,8.46156666666667,1.3396,3.5006,1.3202,8.41495
4.7308,6.21043333333333,2.5238,9.496975,3.98965,5.3063,5.72315,4.5982,1.6377,5.6255,1.48005,6.411925,1.65985,9.34796666666667,5.77473333333333,9.9047,2.33176666666667,10.392,2.3982,8.20655,8.91405,8.4509,1.4406,5.5757,5.27655,3.279125,1.5076,10.6203,5.3163,1.5199,3.1969,4.51105,9.61923333333333,4.4557,3.5132,7.36673333333333,9.7619,7.86615,1.57,8.40845,4.9131,2.96585,7.8963,3.9782,1.576,1.8134,5.6386,6.51355,6.7317,1.777,1.7474,2.2436,8.09375,7.73375,8.9541,4.9196,6.49875,5.624,11.2149,8.55095,2.3256,1.7069,3.5689,8.3126,9.9542,2.289,3.6156,1.6386,7.8804,8.311,8.93715,7.4633,6.8338,9.9787,6.503975,1.6322,3.4135,5.8598,1.88355,9.3427,3.98905,3.73735,2.15175,7.9397,5.11295,1.549,12.3004,6.79025,1.85465,5.74605,7.7847,7.4072,5.78665,6.49805,7.4707,8.13835,1.5766,1.72735,4.78015,6.9443,6.47745,7.2245,1.63816666666667,6.771,5.2376,4.4581,5.77196666666667,1.682,4.18515,7.2756,4.9,6.01485,8.71195,10.0848,5.6782,8.4845,3.8843,3.2794,7.2812,7.4441,5.9057,4.81425,4.6775,6.9772,5.88525,7.0258,3.71285,1.8689,7.55755,5.9914,1.9158,7.5082,2.93415,2.58065,10.1415666666667,6.11355,2.4601,4.696,7.16585,2.243,6.91673333333333,7.24495,2.6881,3.47615,1.56295,2.68145,5.4281,4.87675,1.4403,1.6236,8.113,6.75156666666667,6.0885,7.65243333333333,4.44435,9.88295,3.3679,3.1779,8.24925,1.5614,10.2289,2.0557,2.6745,5.8954,4.9636,7.4472,6.7793,1.65255,3.15815,2.6852,5.066,1.56295,6.92865,5.18666,4.9142,5.89305,2.1583,1.9793,1.7745,2.70773333333333,6.8643,5.82756666666667,4.78,2.9103,5.5248,1.75235,6.4472,3.29225,4.9364,4.1113,6.83365,2.0968,12.0966,2.4993,8.39943333333333,1.7727,3.30133333333333,1.5508,8.10765
